title,year,metacritic_score,metacritic_rank,oscars_nom,oscars_win,min_oscar_nom_metacritic_score,min_oscar_nom_rank,oscar_win_metacritic_score,oscar_win_rank,tie_rank
Holler,2021,76,129,0,0,49.0,437.0,72.0,171.0,16
Hollywoodgate,2024,74,148,0,0,70.0,192.0,91.0,10.0,13
Holy Motors,2012,85,16,0,0,63.0,234.0,86.0,12.0,2
Holy Spider,2022,66,255,0,0,63.0,296.0,81.0,51.0,4
Home,2009,67,134,0,0,53.0,242.0,95.0,1.0,2
Home of the Brave,2004,77,52,0,0,67.0,131.0,86.0,11.0,4
Homeroom,2021,68,228,0,0,49.0,437.0,72.0,171.0,6
Honey,2014,75,107,0,0,71.0,166.0,87.0,16.0,5
Honey Boy,2019,73,160,0,0,58.0,353.0,96.0,1.0,6
Honeyland,2019,85,28,0,0,58.0,353.0,96.0,1.0,5
Honk for Jesus. Save Your Soul.,2022,63,293,0,0,63.0,296.0,81.0,51.0,1
Hooligan Sparrow,2016,78,80,0,0,69.0,220.0,99.0,1.0,7
Hope,2021,87,22,0,0,49.0,437.0,72.0,171.0,5
Hope Springs,2012,65,203,0,0,63.0,234.0,86.0,12.0,1
Horrible Bosses,2011,57,309,0,0,46.0,409.0,89.0,5.0,12
Horse Money,2015,84,30,0,0,76.0,119.0,93.0,6.0,1
Horses of God,2014,76,97,0,0,71.0,166.0,87.0,16.0,10
Horton Hears a Who!,2008,71,85,0,0,58.0,199.0,84.0,10.0,6
Host,2020,73,149,0,0,72.0,170.0,88.0,12.0,11
Hot Fuzz,2007,81,32,0,0,81.0,29.0,92.0,5.0,4
Hotel Artemis,2018,58,397,0,0,49.0,490.0,69.0,224.0,14
Hotel Mumbai,2019,62,302,0,0,58.0,353.0,96.0,1.0,1
Hotel Rwanda,2004,79,37,0,0,67.0,131.0,86.0,11.0,2
Hotel Transylvania 3: Summer Vacation,2018,54,437,0,0,49.0,490.0,69.0,224.0,12
Hotel by the River,2019,79,88,0,0,58.0,353.0,96.0,1.0,5
Hotel for Dogs,2009,51,253,0,0,53.0,242.0,95.0,1.0,6
House of Flying Daggers,2004,89,6,0,0,67.0,131.0,86.0,11.0,1
House of Gucci,2021,59,338,0,0,49.0,437.0,72.0,171.0,3
House of Hummingbird,2020,82,44,0,0,72.0,170.0,88.0,12.0,3
House of Pleasures,2011,75,71,0,0,46.0,409.0,89.0,5.0,4
House of Sand,2006,70,116,0,0,69.0,126.0,85.0,15.0,5
House of Sand and Fog,2003,71,86,0,0,72.0,73.0,94.0,1.0,10
Housebound,2014,76,93,0,0,71.0,166.0,87.0,16.0,6
Housekeeping for Beginners,2024,80,61,0,0,70.0,192.0,91.0,10.0,3
How I Killed My Father,2002,78,36,0,0,72.0,82.0,81.0,26.0,2
How It Ends,2021,57,363,0,0,49.0,437.0,72.0,171.0,12
How She Move,2008,63,154,0,0,58.0,199.0,84.0,10.0,2
How to Blow Up a Pipeline,2023,76,119,0,0,77.0,109.0,89.0,12.0,10
How to Change the World,2015,77,108,0,0,76.0,119.0,93.0,6.0,16
How to Draw a Bunny,2002,78,37,0,0,72.0,82.0,81.0,26.0,3
How to Eat Your Watermelon in White Company (and Enjoy It),2006,70,119,0,0,69.0,126.0,85.0,15.0,8
How to Have Sex,2024,79,78,0,0,70.0,192.0,91.0,10.0,9
How to Live Forever,2011,57,301,0,0,46.0,409.0,89.0,5.0,4
How to Make Millions Before Grandma Dies,2024,74,141,0,0,70.0,192.0,91.0,10.0,6
How to Survive a Pandemic,2022,64,285,0,0,63.0,296.0,81.0,51.0,4
How to Survive a Plague,2012,86,10,0,0,63.0,234.0,86.0,12.0,1
How to Talk to Girls at Parties,2018,50,480,0,0,49.0,490.0,69.0,224.0,5
How to Train Your Dragon,2010,75,67,0,0,74.0,75.0,88.0,8.0,6
How to Train Your Dragon 2,2014,77,87,0,0,71.0,166.0,87.0,16.0,10
How to Train Your Dragon: The Hidden World,2019,71,181,0,0,58.0,353.0,96.0,1.0,8
Howard,2020,76,111,0,0,72.0,170.0,88.0,12.0,10
Howl's Moving Castle,2005,82,23,0,0,66.0,165.0,66.0,165.0,8
Huda's Salon,2022,69,218,0,0,63.0,296.0,81.0,51.0,10
Huesera: The Bone Woman,2023,81,70,0,0,77.0,109.0,89.0,12.0,15
Hugo ,2011,83,26,1,0,46.0,409.0,89.0,5.0,3
Hukkle,2003,77,41,0,0,72.0,73.0,94.0,1.0,1
Human Flow,2017,77,105,0,0,75.0,146.0,87.0,19.0,1
Human Nature,2020,77,96,0,0,72.0,170.0,88.0,12.0,7
Human Resources,2000,80,20,0,0,64.0,126.0,67.0,110.0,3
Humanité,2000,77,37,0,0,64.0,126.0,67.0,110.0,4
Humor Me,2018,53,446,0,0,49.0,490.0,69.0,224.0,9
Humpday,2009,74,75,0,0,53.0,242.0,95.0,1.0,1
Hundreds of Beavers,2024,82,44,0,0,70.0,192.0,91.0,10.0,1
Hunger,2008,82,25,0,0,58.0,199.0,84.0,10.0,2
Hunt for the Wilderpeople,2016,81,56,0,0,69.0,220.0,99.0,1.0,10
Hunted,2021,47,450,0,0,49.0,437.0,72.0,171.0,1
Hunter Gatherer,2016,70,211,0,0,69.0,220.0,99.0,1.0,10
Hustle,2022,68,235,0,0,63.0,296.0,81.0,51.0,8
Hustle & Flow,2005,68,140,0,0,66.0,165.0,66.0,165.0,5
Hustlers,2019,79,92,0,0,58.0,353.0,96.0,1.0,9
I Am Another You,2017,85,31,0,0,75.0,146.0,87.0,19.0,3
I Am Love,2010,79,43,0,0,74.0,75.0,88.0,8.0,6
I Am Mother,2019,64,281,0,0,58.0,353.0,96.0,1.0,10
I Am Not Your Negro,2016,95,3,0,0,69.0,220.0,99.0,1.0,1
I Am Not a Witch,2018,80,75,0,0,49.0,490.0,69.0,224.0,7
I Am the Pretty Thing That Lives in the House,2016,68,235,0,0,69.0,220.0,99.0,1.0,6
I Am: Celine Dion,2024,76,112,0,0,70.0,192.0,91.0,10.0,6
I Called Him Morgan,2017,90,7,0,0,75.0,146.0,87.0,19.0,1
I Can Do Bad All by Myself,2009,55,229,0,0,53.0,242.0,95.0,1.0,8
I Care a Lot,2021,66,265,0,0,49.0,437.0,72.0,171.0,9
I Carry You with Me,2021,76,116,0,0,49.0,437.0,72.0,171.0,3
I Do Not Care If We Go Down in History as Barbarians,2019,81,53,0,0,58.0,353.0,96.0,1.0,2
I Feel Pretty,2018,48,502,0,0,49.0,490.0,69.0,224.0,4
I Kill Giants,2018,74,140,0,0,49.0,490.0,69.0,224.0,1
I Killed My Mother,2010,77,48,0,0,74.0,75.0,88.0,8.0,1
I Like Killing Flies,2006,71,110,0,0,69.0,126.0,85.0,15.0,10
I Like Movies,2024,76,108,0,0,70.0,192.0,91.0,10.0,2
I Lost My Body,2019,81,59,0,0,58.0,353.0,96.0,1.0,8
"I Love You, Man",2009,70,107,0,0,53.0,242.0,95.0,1.0,2
I Remember Me,2001,68,110,0,0,66.0,123.0,72.0,79.0,9
I Saw the Devil,2011,67,175,0,0,46.0,409.0,89.0,5.0,14
I Saw the TV Glow,2024,86,20,0,0,70.0,192.0,91.0,10.0,2
I See You,2019,65,261,0,0,58.0,353.0,96.0,1.0,2
I Sell the Dead,2009,62,180,0,0,53.0,242.0,95.0,1.0,7
I Served the King of England,2008,72,77,0,0,58.0,199.0,84.0,10.0,8
I Think We're Alone Now,2018,51,473,0,0,49.0,490.0,69.0,224.0,10
"I Travel Because I Have to, I Come Back Because I Love You",2011,87,8,0,0,46.0,409.0,89.0,5.0,2
I Used to Be Funny,2024,74,145,0,0,70.0,192.0,91.0,10.0,10
I Want You Back,2022,62,310,0,0,63.0,296.0,81.0,51.0,12
I Was a Simple Man,2021,83,50,0,0,49.0,437.0,72.0,171.0,7
I Will Follow,2011,71,123,0,0,46.0,409.0,89.0,5.0,14
I Wish,2012,80,42,0,0,63.0,234.0,86.0,12.0,4
I Wish I Knew,2020,83,37,0,0,72.0,170.0,88.0,12.0,3
I don't feel at home in this world anymore.,2017,75,142,0,0,75.0,146.0,87.0,19.0,8
I'm Fine (Thanks for Asking),2021,68,233,0,0,49.0,437.0,72.0,171.0,11
I'm Glad My Mother Is Alive,2011,73,92,0,0,46.0,409.0,89.0,5.0,3
I'm Going Home,2002,88,5,0,0,72.0,82.0,81.0,26.0,1
I'm Not Scared,2004,73,88,0,0,67.0,131.0,86.0,11.0,6
I'm Still Here,2024,84,26,1,0,70.0,192.0,91.0,10.0,1
I'm Totally Fine,2022,62,306,0,0,63.0,296.0,81.0,51.0,8
I'm Your Man,2021,78,102,0,0,49.0,437.0,72.0,171.0,7
I'm the One That I Want,2000,81,17,0,0,64.0,126.0,67.0,110.0,1
I've Loved You So Long,2008,79,40,0,0,58.0,199.0,84.0,10.0,2
"I, Daniel Blake",2016,78,79,0,0,69.0,220.0,99.0,1.0,6
"I, Tonya",2017,77,111,0,0,75.0,146.0,87.0,19.0,7
I.O.U.S.A.,2008,70,92,0,0,58.0,199.0,84.0,10.0,6
IMAX: Hubble 3D,2010,79,40,0,0,74.0,75.0,88.0,8.0,3
Ibiza,2018,56,417,0,0,49.0,490.0,69.0,224.0,8
Icaros: A Vision,2017,77,106,0,0,75.0,146.0,87.0,19.0,2
Ice Age: Dawn of the Dinosaurs,2009,50,257,0,0,53.0,242.0,95.0,1.0,2
Ida,2014,91,5,0,0,71.0,166.0,87.0,16.0,2
Ideal Home,2018,62,343,0,0,49.0,490.0,69.0,224.0,16
Identifying Features,2021,85,36,0,0,49.0,437.0,72.0,171.0,9
If Beale Street Could Talk,2018,87,28,0,0,49.0,490.0,69.0,224.0,5
"If I Want to Whistle, I Whistle",2011,64,224,0,0,46.0,409.0,89.0,5.0,14
If a Tree Falls: A Story of the Earth Liberation Front,2011,65,193,0,0,46.0,409.0,89.0,5.0,3
Igby Goes Down,2002,72,81,0,0,72.0,82.0,81.0,26.0,6
Il Buco,2022,78,86,0,0,63.0,296.0,81.0,51.0,6
Il Divo,2009,81,38,0,0,53.0,242.0,95.0,1.0,5
Il Futuro,2013,80,50,0,0,75.0,95.0,96.0,1.0,5
Ilo Ilo,2014,85,30,0,0,71.0,166.0,87.0,16.0,2
Imagine That,2009,54,232,0,0,53.0,242.0,95.0,1.0,3
Imelda,2004,69,114,0,0,67.0,131.0,86.0,11.0,1
Immortals,2011,46,410,0,0,46.0,409.0,89.0,5.0,6
Imperium,2016,68,240,0,0,69.0,220.0,99.0,1.0,11
In America,2003,76,46,0,0,72.0,73.0,94.0,1.0,2
In Another Country,2012,69,137,0,0,63.0,234.0,86.0,12.0,1
In Between,2018,78,95,0,0,49.0,490.0,69.0,224.0,6
In Bloom,2014,72,140,0,0,71.0,166.0,87.0,16.0,2
In Bruges,2008,67,116,0,0,58.0,199.0,84.0,10.0,3
In Darkness,2012,74,85,0,0,63.0,234.0,86.0,12.0,6
In Darkness,2018,59,382,0,0,49.0,490.0,69.0,224.0,10
In Fabric,2019,81,55,0,0,58.0,353.0,96.0,1.0,4
In Flames,2024,75,129,0,0,70.0,192.0,91.0,10.0,9
In Front of Your Face,2022,85,21,0,0,63.0,296.0,81.0,51.0,1
In Heaven Underground: The Weissensee Jewish Cemetery,2011,67,173,0,0,46.0,409.0,89.0,5.0,12
In Jackson Heights,2015,82,51,0,0,76.0,119.0,93.0,6.0,8
In July,2001,71,90,0,0,66.0,123.0,72.0,79.0,8
In My Room,2019,84,32,0,0,58.0,353.0,96.0,1.0,3
In Order of Disappearance,2016,74,140,0,0,69.0,220.0,99.0,1.0,14
In Our Day,2024,79,77,0,0,70.0,192.0,91.0,10.0,8
In Search of Beethoven,2009,71,103,0,0,53.0,242.0,95.0,1.0,6
In Search of Greatness,2018,72,179,0,0,49.0,490.0,69.0,224.0,13
In Search of a Midnight Kiss,2008,64,152,0,0,58.0,199.0,84.0,10.0,14
In This World,2003,75,58,0,0,72.0,73.0,94.0,1.0,8
In Time,2011,53,346,0,0,46.0,409.0,89.0,5.0,10
In Transit,2017,88,11,0,0,75.0,146.0,87.0,19.0,1
In a Better World,2011,65,210,0,0,46.0,409.0,89.0,5.0,20
In a Relationship,2018,51,468,0,0,49.0,490.0,69.0,224.0,5
In a World...,2013,79,56,0,0,75.0,95.0,96.0,1.0,4
In the Aisles,2019,67,243,0,0,58.0,353.0,96.0,1.0,6
In the Bedroom,2001,86,9,1,0,66.0,123.0,72.0,79.0,2
In the Court of the Crimson King: King Crimson at 50,2023,80,79,0,0,77.0,109.0,89.0,12.0,7
In the Earth,2021,63,299,0,0,49.0,437.0,72.0,171.0,10
In the Family,2012,82,26,0,0,63.0,234.0,86.0,12.0,3
In the Fog,2013,78,61,0,0,75.0,95.0,96.0,1.0,2
In the Heights,2021,84,42,0,0,49.0,437.0,72.0,171.0,4
In the Intense Now,2018,72,181,0,0,49.0,490.0,69.0,224.0,15
In the Land of Blood and Honey,2011,56,312,0,0,46.0,409.0,89.0,5.0,2
In the Last Days of the City,2018,75,139,0,0,49.0,490.0,69.0,224.0,19
In the Loop,2009,83,23,0,0,53.0,242.0,95.0,1.0,3
In the Mirror of Maya Deren,2003,80,34,0,0,72.0,73.0,94.0,1.0,3
In the Mood for Love,2001,87,7,0,0,66.0,123.0,72.0,79.0,1
In the Realms of the Unreal,2004,74,79,0,0,67.0,131.0,86.0,11.0,6
In the Same Breath,2021,85,33,0,0,49.0,437.0,72.0,171.0,6
In the Shadow of Women,2016,74,131,0,0,69.0,220.0,99.0,1.0,5
In the Shadow of the Moon,2007,84,18,0,0,81.0,29.0,92.0,5.0,1
In the Summers,2024,83,42,0,0,70.0,192.0,91.0,10.0,11
Incendies,2011,80,40,0,0,46.0,409.0,89.0,5.0,1
Inception,2010,74,75,1,0,74.0,75.0,88.0,8.0,5
Incitement,2020,77,98,0,0,72.0,170.0,88.0,12.0,9
Incredible But True,2022,76,120,0,0,63.0,296.0,81.0,51.0,8
Incredibles 2,2018,80,69,0,0,49.0,490.0,69.0,224.0,1
India Sweets and Spices,2021,57,355,0,0,49.0,437.0,72.0,171.0,4
Indiana Jones and the Kingdom of the Crystal Skull,2008,65,135,0,0,58.0,199.0,84.0,10.0,3
Indie Game: The Movie,2012,73,94,0,0,63.0,234.0,86.0,12.0,7
Indignation,2016,78,74,0,0,69.0,220.0,99.0,1.0,1
Indigo Girls: It's Only Life After All,2024,71,183,0,0,70.0,192.0,91.0,10.0,8
Indivisible,2017,80,83,0,0,75.0,146.0,87.0,19.0,13
Infamous,2006,68,136,0,0,69.0,126.0,85.0,15.0,1
Infernal Affairs,2004,75,63,0,0,67.0,131.0,86.0,11.0,5
Infinite Football,2018,75,135,0,0,49.0,490.0,69.0,224.0,15
Inglourious Basterds,2009,69,115,1,0,53.0,242.0,95.0,1.0,1
Inherent Vice,2014,81,51,0,0,71.0,166.0,87.0,16.0,4
Inland Empire,2006,73,79,0,0,69.0,126.0,85.0,15.0,2
Innocence,2001,73,75,0,0,66.0,123.0,72.0,79.0,8
Innocence,2005,78,49,0,0,66.0,165.0,66.0,165.0,4
Innocent Voices,2005,66,163,0,0,66.0,165.0,66.0,165.0,5
Inshallah a Boy,2024,83,43,0,0,70.0,192.0,91.0,10.0,12
Inside Job,2010,88,7,0,0,74.0,75.0,88.0,8.0,2
Inside Llewyn Davis,2013,93,4,0,0,75.0,95.0,96.0,1.0,1
Inside Man,2006,76,53,0,0,69.0,126.0,85.0,15.0,1
Inside Out,2015,94,3,0,0,76.0,119.0,93.0,6.0,3
Inside Out 2,2024,73,156,0,0,70.0,192.0,91.0,10.0,1
Inside the Yellow Cocoon Shell,2024,94,2,0,0,70.0,192.0,91.0,10.0,1
Insidious,2011,52,350,0,0,46.0,409.0,89.0,5.0,4
Insidious: The Last Key,2018,49,495,0,0,49.0,490.0,69.0,224.0,12
Insomnia,2002,78,35,0,0,72.0,82.0,81.0,26.0,1
Inspector Bellamy,2010,71,95,0,0,74.0,75.0,88.0,8.0,1
Instant Family,2018,57,403,0,0,49.0,490.0,69.0,224.0,6
Interstellar,2014,74,124,0,0,71.0,166.0,87.0,16.0,6
Intimacy,2001,69,101,0,0,66.0,123.0,72.0,79.0,5
Intimate Stories,2005,76,59,0,0,66.0,165.0,66.0,165.0,3
Intimate Strangers,2004,71,99,0,0,67.0,131.0,86.0,11.0,2
Into Eternity,2011,68,161,0,0,46.0,409.0,89.0,5.0,15
Into Great Silence,2007,78,46,0,0,81.0,29.0,92.0,5.0,5
Into the Abyss,2011,74,87,0,0,46.0,409.0,89.0,5.0,8
Into the Arms of Strangers: Stories of the Kindertransport,2000,79,28,0,0,64.0,126.0,67.0,110.0,8
Into the Inferno,2016,76,108,0,0,69.0,220.0,99.0,1.0,12
Intolerable Cruelty,2003,71,82,0,0,72.0,73.0,94.0,1.0,6
"Introducing, Selma Blair",2021,80,89,0,0,49.0,437.0,72.0,171.0,12
Introduction,2022,77,108,0,0,63.0,296.0,81.0,51.0,8
Inu-oh,2022,77,107,0,0,63.0,296.0,81.0,51.0,7
Invictus,2009,74,78,0,0,53.0,242.0,95.0,1.0,4
Invisible Life,2019,81,52,0,0,58.0,353.0,96.0,1.0,1
Io Capitano,2024,79,71,0,0,70.0,192.0,91.0,10.0,2
Ip Man 2,2011,67,165,0,0,46.0,409.0,89.0,5.0,4
Ip Man 4: The Finale,2019,62,305,0,0,58.0,353.0,96.0,1.0,4
Iraq in Fragments,2006,84,25,0,0,69.0,126.0,85.0,15.0,7
Iris,2001,76,52,0,0,66.0,123.0,72.0,79.0,4
Iris,2015,80,70,0,0,76.0,119.0,93.0,6.0,5
Iron Crows,2011,72,95,0,0,46.0,409.0,89.0,5.0,1
Iron Island,2006,74,66,0,0,69.0,126.0,85.0,15.0,3
Iron Man,2008,79,46,0,0,58.0,199.0,84.0,10.0,8
Iron Monkey,2001,79,34,0,0,66.0,123.0,72.0,79.0,6
Is Anybody There?,2009,54,231,0,0,53.0,242.0,95.0,1.0,2
Is That Black Enough for You?!?,2022,83,35,0,0,63.0,296.0,81.0,51.0,8
Is the Man Who Is Tall Happy?,2013,76,92,0,0,75.0,95.0,96.0,1.0,17
Islands,2022,77,102,0,0,63.0,296.0,81.0,51.0,2
Isle of Dogs,2018,82,58,0,0,49.0,490.0,69.0,224.0,6
Ismael's Ghosts,2018,65,290,0,0,49.0,490.0,69.0,224.0,1
Isn't It Romantic,2019,60,328,0,0,58.0,353.0,96.0,1.0,7
Isn't This a Time! A Tribute Concert for Harold Leventhal,2005,72,100,0,0,66.0,165.0,66.0,165.0,12
It Ain't Over,2023,79,83,0,0,77.0,109.0,89.0,12.0,2
It Comes at Night,2017,78,91,0,0,75.0,146.0,87.0,19.0,2
It Felt Like Love,2014,76,91,0,0,71.0,166.0,87.0,16.0,4
It Follows,2015,83,42,0,0,76.0,119.0,93.0,6.0,11
It Might Get Loud,2009,70,113,0,0,53.0,242.0,95.0,1.0,8
It's Complicated,2009,57,213,0,0,53.0,242.0,95.0,1.0,6
It's Not Me,2024,78,90,0,0,70.0,192.0,91.0,10.0,9
It's Not Yet Dark,2017,75,138,0,0,75.0,146.0,87.0,19.0,4
It's Such a Beautiful Day,2012,90,4,0,0,63.0,234.0,86.0,12.0,1
It: Chapter Two,2019,58,350,0,0,58.0,353.0,96.0,1.0,2
Italian for Beginners,2002,77,47,0,0,72.0,82.0,81.0,26.0,7
Itzhak,2018,69,237,0,0,49.0,490.0,69.0,224.0,17
Ixcanul,2016,83,37,0,0,69.0,220.0,99.0,1.0,4
Izzy Gets the F*ck Across Town,2018,51,472,0,0,49.0,490.0,69.0,224.0,9
J. Edgar,2011,59,279,0,0,46.0,409.0,89.0,5.0,6
JCVD,2008,64,141,0,0,58.0,199.0,84.0,10.0,3
JFK Revisited: Through The Looking Glass,2021,55,376,0,0,49.0,437.0,72.0,171.0,5
Jackass Forever,2022,74,142,0,0,63.0,296.0,81.0,51.0,7
Jackie,2016,81,51,0,0,69.0,220.0,99.0,1.0,5
Jafar Panahi's Taxi,2015,91,10,0,0,76.0,119.0,93.0,6.0,2
"Jails, Hospitals & Hip-Hop",2001,71,88,0,0,66.0,123.0,72.0,79.0,6
Jakob's Wife,2021,59,340,0,0,49.0,437.0,72.0,171.0,5
James White,2015,83,41,0,0,76.0,119.0,93.0,6.0,10
Jane,2017,87,17,0,0,75.0,146.0,87.0,19.0,3
Jane Eyre,2011,76,60,0,0,46.0,409.0,89.0,5.0,4
Jane Fonda in Five Acts,2018,87,24,0,0,49.0,490.0,69.0,224.0,1
Jane's Journey,2011,49,383,0,0,46.0,409.0,89.0,5.0,6
Janet Planet,2024,83,37,0,0,70.0,192.0,91.0,10.0,6
Janie Jones,2011,52,357,0,0,46.0,409.0,89.0,5.0,11
Japan,2003,76,48,0,0,72.0,73.0,94.0,1.0,4
Japanese Story,2003,73,62,0,0,72.0,73.0,94.0,1.0,1
Jason Becker: Not Dead Yet,2012,70,129,0,0,63.0,234.0,86.0,12.0,2
Jauja,2015,77,111,0,0,76.0,119.0,93.0,6.0,19
Jawline,2019,74,144,0,0,58.0,353.0,96.0,1.0,3
Jay Myself,2019,74,152,0,0,58.0,353.0,96.0,1.0,11
Jazz Fest: A New Orleans Story,2022,78,97,0,0,63.0,296.0,81.0,51.0,17
Jean-Michel Basquiat: The Radiant Child,2010,74,74,0,0,74.0,75.0,88.0,8.0,4
Jeannette: The Childhood of Joan of Arc,2018,60,368,0,0,49.0,490.0,69.0,224.0,10
Jerichow,2009,71,98,0,0,53.0,242.0,95.0,1.0,1
Jesus' Son,2000,76,41,0,0,64.0,126.0,67.0,110.0,1
"Jesus, You Know",2004,67,134,0,0,67.0,131.0,86.0,11.0,7
Jezebel,2020,80,66,0,0,72.0,170.0,88.0,12.0,10
"Jia Zhangke, A guy from Fenyang",2016,70,213,0,0,69.0,220.0,99.0,1.0,12
Jig,2011,53,345,0,0,46.0,409.0,89.0,5.0,9
"Jim & Andy: The Great Beyond — Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,77,112,0,0,75.0,146.0,87.0,19.0,8
Jim: The James Foley Story,2016,73,153,0,0,69.0,220.0,99.0,1.0,6
Jimmy Carter: Rock & Roll President,2020,73,156,0,0,72.0,170.0,88.0,12.0,18
Jimmy Neutron: Boy Genius,2001,65,126,0,0,66.0,123.0,72.0,79.0,1
Jinn,2018,75,130,0,0,49.0,490.0,69.0,224.0,10
Jiro Dreams of Sushi,2012,77,60,0,0,63.0,234.0,86.0,12.0,2
Joan Rivers: A Piece of Work,2010,79,38,0,0,74.0,75.0,88.0,8.0,1
Jockey,2021,77,110,0,0,49.0,437.0,72.0,171.0,6
Jodorowsky's Dune,2014,79,68,0,0,71.0,166.0,87.0,16.0,7
Joe,2014,74,127,0,0,71.0,166.0,87.0,16.0,9
Joe Bell,2021,54,384,0,0,49.0,437.0,72.0,171.0,5
Joe Gould's Secret,2000,74,54,0,0,64.0,126.0,67.0,110.0,1
Joe Strummer: The Future Is Unwritten,2007,79,38,0,0,81.0,29.0,92.0,5.0,1
John McEnroe: In the Realm of Perfection,2018,82,60,0,0,49.0,490.0,69.0,224.0,8
John Wick: Chapter 2,2017,75,148,0,0,75.0,146.0,87.0,19.0,14
John Wick: Chapter 3 - Parabellum,2019,73,157,0,0,58.0,353.0,96.0,1.0,3
John Wick: Chapter 4,2023,78,97,0,0,77.0,109.0,89.0,12.0,6
John and the Hole,2021,61,319,0,0,49.0,437.0,72.0,171.0,9
Johnny English Reborn,2011,46,411,0,0,46.0,409.0,89.0,5.0,7
Jojo Rabbit,2019,58,353,1,0,58.0,353.0,96.0,1.0,5
Joker,2019,59,348,1,0,58.0,353.0,96.0,1.0,8
Jolt,2021,48,448,0,0,49.0,437.0,72.0,171.0,8
Jonathan,2018,62,341,0,0,49.0,490.0,69.0,224.0,14
Jonestown: The Life and Death of Peoples Temple,2006,79,36,0,0,69.0,126.0,85.0,15.0,1
José,2020,75,115,0,0,72.0,170.0,88.0,12.0,3
Journey to the Sun,2001,72,81,0,0,66.0,123.0,72.0,79.0,6
Journey's End,2018,73,165,0,0,49.0,490.0,69.0,224.0,10
Joy Ride,2001,75,54,0,0,66.0,123.0,72.0,79.0,1
Joyland,2023,82,50,0,0,77.0,109.0,89.0,12.0,4
Judas and the Black Messiah,2020,85,170,1,0,72.0,170.0,88.0,12.0,5
Judy,2019,66,255,0,0,58.0,353.0,96.0,1.0,7
Judy Berlin,2000,74,56,0,0,64.0,126.0,67.0,110.0,3
Judy Blume Forever,2023,79,86,0,0,77.0,109.0,89.0,12.0,5
Jujutsu Kaisen 0: The Movie,2022,71,189,0,0,63.0,296.0,81.0,51.0,4
Julia,2009,62,175,0,0,53.0,242.0,95.0,1.0,2
Julia,2021,69,218,0,0,49.0,437.0,72.0,171.0,6
Julie & Julia,2009,66,141,0,0,53.0,242.0,95.0,1.0,2
"Juliet, Naked",2018,67,262,0,0,49.0,490.0,69.0,224.0,9
Julieta,2016,73,160,0,0,69.0,220.0,99.0,1.0,13
Jumanji: The Next Level,2019,58,357,0,0,58.0,353.0,96.0,1.0,9
Jumbo,2021,60,330,0,0,49.0,437.0,72.0,171.0,4
Jump Tomorrow,2001,68,102,0,0,66.0,123.0,72.0,79.0,1
Jumping the Broom,2011,56,314,0,0,46.0,409.0,89.0,5.0,4
Junebug,2005,80,33,0,0,66.0,165.0,66.0,165.0,2
Jung (War) in the Land of the Mujaheddin,2001,80,27,0,0,66.0,123.0,72.0,79.0,1
Jungle Cruise,2021,50,429,0,0,49.0,437.0,72.0,171.0,2
Juno,2007,81,29,1,0,81.0,29.0,92.0,5.0,1
Jurassic World: Fallen Kingdom,2018,51,465,0,0,49.0,490.0,69.0,224.0,2
Juror #2,2024,72,164,0,0,70.0,192.0,91.0,10.0,3
Just Another Love Story,2009,69,122,0,0,53.0,242.0,95.0,1.0,8
Just Like Us,2011,49,384,0,0,46.0,409.0,89.0,5.0,7
Just Mercy,2019,68,232,0,0,58.0,353.0,96.0,1.0,14
Justin Bieber: Never Say Never,2011,52,354,0,0,46.0,409.0,89.0,5.0,8
Kabluey,2008,62,167,0,0,58.0,199.0,84.0,10.0,3
Kaboom,2011,64,218,0,0,46.0,409.0,89.0,5.0,8
Kadosh,2000,70,96,0,0,64.0,126.0,67.0,110.0,9
Kaili Blues,2016,85,26,0,0,69.0,220.0,99.0,1.0,3
Kajillionaire,2020,78,82,0,0,72.0,170.0,88.0,12.0,2
Kandahar,2001,76,49,0,0,66.0,123.0,72.0,79.0,1
Kate,2021,47,452,0,0,49.0,437.0,72.0,171.0,3
Kate Plays Christine,2016,75,123,0,0,69.0,220.0,99.0,1.0,15
Katyn,2009,81,35,0,0,53.0,242.0,95.0,1.0,2
Keane,2005,79,45,0,0,66.0,165.0,66.0,165.0,4
Kedi,2017,78,101,0,0,75.0,146.0,87.0,19.0,12
Keep On Keepin' On,2014,77,84,0,0,71.0,166.0,87.0,16.0,7
Keep Quiet,2017,76,119,0,0,75.0,146.0,87.0,19.0,2
Keep an Eye Out,2021,64,283,0,0,49.0,437.0,72.0,171.0,6
Keep the Change,2018,73,157,0,0,49.0,490.0,69.0,224.0,2
Keep the Lights On,2012,79,50,0,0,63.0,234.0,86.0,12.0,6
Keep the River on Your Right: A Modern Cannibal Tale,2001,63,139,0,0,66.0,123.0,72.0,79.0,1
Keyhole,2012,63,236,0,0,63.0,234.0,86.0,12.0,10
Khodorkovsky,2011,73,91,0,0,46.0,409.0,89.0,5.0,2
Kicks,2016,69,217,0,0,69.0,220.0,99.0,1.0,1
Kid 90,2021,67,241,0,0,49.0,437.0,72.0,171.0,3
Kidnapped,2011,49,379,0,0,46.0,409.0,89.0,5.0,2
Kidnapped: The Abduction of Edgardo Mortara,2024,75,135,0,0,70.0,192.0,91.0,10.0,15
Kids for Cash,2014,75,103,0,0,71.0,166.0,87.0,16.0,1
